song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Blue Light,45,216892,0.13,0.556,0.637,0.0113,10,0.34,-9.238,0,0.056,123.139,4,0.271
10 Feet Down,24,217106,0.0862,0.471,0.846,1.19E-05,5,0.271,-6.59,1,0.272,191.982,4,0.0717
Betrayed,6,187250,0.413,0.827,0.419,0,10,0.115,-10.329,0,0.112,119.974,4,0.227
I Still See Your Face,33,218095,0.427,0.705,0.729,8.60E-06,8,0.15,-3.925,1,0.0451,126.047,4,0.586
Oceans,64,199948,0.153,0.752,0.645,0.0154,7,0.229,-8.594,1,0.0307,119.973,4,0.425
Fuck Love (feat. Trippie Redd),91,146520,0.0172,0.797,0.533,0.000152,0,0.103,-9.74,0,0.0412,131.036,4,0.329
Stay Young,65,157004,0.0754,0.572,0.713,0,5,0.226,-4.826,1,0.0406,89.996,4,0.559
On My Mind (Jorja Smith X Preditah),73,181509,0.42,0.71,0.662,0,10,0.0723,-5.947,0,0.175,130.037,4,0.755
Eyes Closed,51,198200,0.0524,0.645,0.799,0,1,0.265,-5.557,0,0.115,146.892,4,0.782
Split Stones,57,231130,0.136,0.711,0.684,0,7,0.108,-7.456,1,0.0537,135.555,4,0.274
end,0,229306,0.557,0.445,0.342,2.64E-05,0,0.118,-9.686,1,0.146,93.721,5,0.298
Day I Die,9,271533,0.00389,0.432,0.947,0.711,2,0.0777,-5.442,1,0.0945,147.97,4,0.382
One Day At A Time,54,197333,0.44,0.75,0.694,1.53E-06,2,0.0881,-5.876,1,0.0342,106.017,4,0.656
Buzzin,1,183287,0.65,0.563,0.463,4.87E-06,9,0.0967,-9.249,0,0.4,149.571,4,0.276
Life Changes,77,190226,0.105,0.687,0.842,0,7,0.0436,-4.382,1,0.058,87.968,4,0.778
One Hundred,16,192800,0.131,0.671,0.642,0,2,0.132,-5.7,1,0.128,95.086,4,0.204
Hurt Somebody,17,167813,0.343,0.694,0.476,0,1,0.119,-6.98,1,0.297,114.939,4,0.549
24/7,61,221706,0.00241,0.615,0.74,0.00113,7,0.115,-4.662,0,0.0754,118.957,4,0.219
Broken Machine,36,234665,0.0595,0.659,0.659,0,5,0.124,-6.358,0,0.0608,172.052,4,0.765
Right To It (with Ashe),60,175444,0.0857,0.687,0.611,0,1,0.301,-7.313,1,0.126,79.034,4,0.789
Take Back Home Girl (Feat. Tori Kelly),16,211426,0.368,0.494,0.78,0,11,0.0921,-3.825,1,0.064,159.708,4,0.664
Don't Tempt Me,49,217663,0.54,0.726,0.39,0,6,0.0749,-6.843,1,0.0428,92.014,4,0.217
Whatchu Mean,56,260680,0.0131,0.718,0.864,0.000117,0,0.192,-4.803,1,0.0436,156.026,4,0.523
Invitation,1,202186,0.0261,0.659,0.662,3.46E-06,1,0.0689,-3.15,0,0.0807,169.915,4,0.407
Had To,1,219801,0.0926,0.733,0.689,0,6,0.0768,-5.813,1,0.277,121.908,4,0.209
Almost Over You,0,211160,0.049,0.556,0.892,0.00053,7,0.0943,-2.841,1,0.0525,101.069,4,0.264
Belong To You (feat. 6LACK) - Remix [Bonus Track],70,185617,0.274,0.605,0.553,0.0152,10,0.184,-10.845,0,0.101,152.076,4,0.62
Nothing To Find,56,370013,3.40E-05,0.326,0.916,0.132,0,0.274,-4.933,1,0.0514,157.993,4,0.628
Found You,5,191733,0.0528,0.46,0.821,0,4,0.0818,-5.333,0,0.0404,164.144,4,0.438
Rainbow (From The Original Motion Picture Soundtrack 'My Little Pony: The Movie'),60,197026,0.292,0.532,0.864,0,2,0.0671,-2.978,1,0.137,81.873,4,0.436
Achoo,62,244000,0.167,0.659,0.839,0,2,0.389,-4.106,1,0.162,119.935,4,0.624
Almost Like Praying (feat. Artists for Puerto Rico),53,200457,0.0198,0.471,0.791,0,5,0.232,-3.373,0,0.238,188.36,4,0.507
Hi Bich,72,104528,0.156,0.924,0.387,0.000331,8,0.0973,-7.738,1,0.115,120.014,4,0.0624
Heaven,82,179506,0.263,0.677,0.556,0,9,0.105,-6.544,1,0.0306,80.009,4,0.521
Out of It,55,161523,1.37E-05,0.282,0.961,0.0478,7,0.303,-3.273,1,0.116,172.954,4,0.469
Teacher,66,194920,0.0238,0.515,0.631,0,7,0.357,-4.7,1,0.126,179.892,4,0.386
Chaos,59,132038,0.0115,0.809,0.581,0.000513,10,0.345,-8.294,0,0.195,149.949,4,0.369
Havana,90,217306,0.184,0.765,0.523,3.56E-05,2,0.132,-4.333,1,0.03,104.988,4,0.394
Bang Bang,79,199386,0.26,0.706,0.786,0,0,0.38,-3.417,0,0.0909,150.035,4,0.749
New Rules,88,209320,0.00261,0.762,0.7,1.56E-05,9,0.153,-6.021,0,0.0694,116.073,4,0.608
Halo,82,261640,0.272,0.508,0.72,0,11,0.0563,-5.908,0,0.0628,79.983,4,0.472
Issues,77,176320,0.401,0.728,0.415,0,8,0.0616,-6.852,1,0.0639,114.145,4,0.455
Work,77,219320,0.0641,0.594,0.533,0,11,0.0928,-6.222,1,0.0981,91.496,4,0.524
We Can't Stop,78,231240,0.00882,0.613,0.622,0,1,0.37,-5.794,0,0.0334,80.003,4,0.484
breathin,94,198160,0.0211,0.568,0.656,1.37E-05,8,0.213,-5.413,1,0.0433,100.049,4,0.364
Delicate,84,232253,0.216,0.75,0.404,0.000357,9,0.0911,-10.178,0,0.0682,95.045,4,0.0499
2002,87,186986,0.0372,0.697,0.683,0,1,0.137,-2.881,0,0.117,96.133,4,0.603
Worth It,78,224573,0.063,0.884,0.765,7.04E-06,8,0.118,-3.865,1,0.0882,99.987,4,0.594
Love Myself,18,218773,0.0029,0.616,0.765,0,0,0.149,-6.75,0,0.078,122.916,4,0.343
Send My Love (To Your New Lover),75,223080,0.0415,0.69,0.524,3.16E-06,6,0.17,-8.39,0,0.103,164.023,4,0.562
"Love Me Like You Do - From ""Fifty Shades Of Grey""",71,252534,0.247,0.262,0.606,0,8,0.125,-6.646,1,0.0484,189.857,4,0.275
I'm a Mess,89,195519,0.00281,0.63,0.694,0,11,0.0719,-6.257,0,0.0253,97.005,4,0.216
Royals,40,190185,0.112,0.636,0.436,0,7,0.135,-9.524,1,0.139,84.804,4,0.331
A Little More,73,144720,0.797,0.376,0.211,0,4,0.196,-11.665,1,0.0364,94.7,3,0.228
Ain't Your Mama,74,218234,0.0472,0.757,0.678,9.14E-06,8,0.0654,-5.529,0,0.233,120.075,4,0.82
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",65,264846,0.0174,0.751,0.766,8.07E-06,5,0.658,-3.594,1,0.0515,109.897,4,0.673
Bad Liar,78,214647,0.189,0.965,0.414,0,1,0.0767,-6.408,1,0.0713,121.032,4,0.728
Replay,68,209186,0.0416,0.688,0.723,0.0002,6,0.302,-6.682,0,0.121,140.023,4,0.618
Flames,87,195000,0.0723,0.609,0.726,8.45E-06,5,0.0895,-4.346,0,0.0414,93.958,4,0.362
1950,83,225133,0.648,0.6,0.535,4.70E-06,4,0.162,-7.043,1,0.107,71.912,4,0.269
Black Magic,19,211786,0.0322,0.777,0.898,0,4,0.313,-4.461,1,0.0581,111.996,4,0.866
hate u love u,77,175466,0.71,0.401,0.398,0,6,0.0962,-8.993,0,0.183,180.293,4,0.265
"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",81,221153,0.0164,0.728,0.69,0,8,0.104,-4.344,0,0.0524,94.028,4,0.415
Material Girl,73,240280,0.333,0.742,0.883,7.51E-06,0,0.0964,-3.419,1,0.0329,136.506,4,0.978
Stronger (What Doesn't Kill You),66,221946,0.046,0.562,0.939,0,0,0.112,-4.282,1,0.0475,116.044,4,0.684
I Wanna Dance with Somebody (Who Loves Me),25,291293,0.207,0.709,0.824,0.000307,1,0.0888,-8.824,1,0.0453,118.814,4,0.867
Wannabe,81,173026,0.101,0.768,0.864,0,11,0.162,-6.145,1,0.0324,110.008,4,0.891
No Scrubs,81,214400,0.0251,0.743,0.675,0.000717,8,0.0685,-4.267,0,0.0953,92.909,4,0.59
Call Me Maybe,69,193400,0.0123,0.778,0.585,0,7,0.108,-6.502,1,0.0435,120.069,4,0.626
No One,79,253813,0.03,0.649,0.552,6.47E-06,1,0.111,-5.419,0,0.0292,89.969,4,0.158
Oops!...I Did It Again,77,211160,0.3,0.751,0.834,1.77E-05,1,0.355,-5.444,0,0.0437,95.053,4,0.894
Hollaback Girl,73,199906,0.344,0.918,0.918,5.35E-06,10,0.0243,-2.218,0,0.0954,110.024,4,0.882
All I Am,87,218868,0.0445,0.74,0.669,0,0,0.184,-5.199,1,0.0373,122.007,4,0.536
Buttons,66,225560,0.158,0.544,0.823,0,2,0.268,-4.318,1,0.32,210.75,4,0.434
Roar,77,223546,0.00487,0.554,0.772,6.60E-06,7,0.354,-4.821,0,0.0418,179.984,4,0.455
Bleeding Love,81,262466,0.188,0.638,0.656,0,5,0.146,-5.886,1,0.0357,104.036,4,0.225
Back To Black,81,240440,0.123,0.49,0.725,2.68E-05,10,0.0983,-3.304,1,0.0392,123.28,4,0.335
Praying,75,230266,0.491,0.576,0.39,0,10,0.111,-7.202,1,0.0297,73.433,4,0.319
Million Reasons,17,205280,0.458,0.668,0.428,0,0,0.108,-7.889,1,0.0433,129.75,4,0.134
NO EXCUSES,77,152862,0.0224,0.827,0.658,0,6,0.0417,-3.846,1,0.0517,115.016,4,0.523
Boys,73,162585,0.0646,0.867,0.545,0.000289,2,0.0505,-5.192,1,0.0625,139.943,4,0.525
"Whenever, Wherever",76,196160,0.236,0.793,0.832,1.12E-05,1,0.202,-4.862,0,0.0406,107.661,4,0.872
Cool Kids,72,237626,0.0372,0.719,0.671,8.21E-06,8,0.12,-6.279,1,0.0336,130.027,4,0.786
Next To Me,55,196866,0.0923,0.674,0.81,4.74E-05,7,0.11,-5.117,0,0.0378,94.995,4,0.391
"One, Two Step",78,203786,0.042,0.944,0.511,0.00107,5,0.0379,-10.96,0,0.161,113.046,4,0.842
Try,65,247906,0.00141,0.673,0.629,0,2,0.0944,-7.072,1,0.0299,103.998,4,0.551
Cool Girl,12,197815,0.351,0.667,0.72,4.26E-06,9,0.138,-7.026,0,0.11,101.964,4,0.242
"Independent Women, Pt. I - #1's Edit",44,216266,0.348,0.672,0.593,3.36E-06,6,0.114,-3.957,0,0.216,97.887,4,0.928
Can't Get You Out of My Head,58,230640,0.0263,0.766,0.563,0.683,9,0.115,-7.516,0,0.0339,126.007,4,0.964
Torn,68,244666,0.0647,0.575,0.886,0.000187,5,0.709,-5.182,1,0.034,96.308,4,0.608
Beautiful,73,238560,0.578,0.457,0.573,3.05E-06,5,0.114,-3.866,0,0.0275,76.193,4,0.0992
Strongest,67,207333,0.0874,0.538,0.595,6.48E-06,0,0.161,-7.398,1,0.112,183.736,4,0.334
Love,75,272742,0.487,0.527,0.366,0.0023,10,0.11,-10.943,1,0.0277,98.994,4,0.234
King of Anything,64,207493,0.461,0.676,0.762,0,1,0.0574,-4.172,1,0.0351,119.003,4,0.81
(There's Gotta Be) More To Life,56,200016,0.0917,0.58,0.922,0,1,0.189,-3.785,1,0.0958,89.841,4,0.649
Raincheck,49,175354,0.162,0.759,0.841,0,7,0.278,-3.893,0,0.0876,118.028,4,0.566
Sunrise In The East,63,194733,0.0412,0.771,0.719,2.87E-06,6,0.542,-3.645,0,0.0406,107.018,4,0.476
Candy,20,234133,0.178,0.813,0.836,6.63E-05,7,0.154,-4.23,1,0.0881,100.491,4,0.677
With You,61,191826,0.0923,0.553,0.756,0,0,0.215,-4.583,1,0.108,94.487,4,0.605
You're So Vain,74,258411,0.157,0.659,0.678,6.69E-06,0,0.0784,-8.18,1,0.0313,106.186,4,0.647
All Loved Up,66,210000,0.0264,0.565,0.603,4.02E-05,9,0.0738,-6.33,1,0.177,177.996,4,0.171
Schedules,64,181033,0.00387,0.769,0.719,0.00181,4,0.294,-6.123,1,0.126,99.869,4,0.423
Give A Little,69,225512,0.211,0.618,0.695,3.96E-05,7,0.111,-5.415,1,0.189,199.95,3,0.766
Have You Ever,61,273440,0.542,0.698,0.533,0,2,0.333,-6.246,1,0.0437,134.001,4,0.275
Foolish,73,227386,0.358,0.477,0.728,0,0,0.11,-5.71,1,0.0831,89.209,4,0.69
Foolish Games,62,340666,0.944,0.298,0.0735,0.000401,5,0.0976,-16.472,1,0.0378,131.045,4,0.174
Uh Huh,61,142443,0.0188,0.584,0.81,0,11,0.313,-3.092,1,0.0406,119.859,4,0.57
Despacito - Remix,84,228826,0.228,0.653,0.816,0,2,0.0967,-4.353,1,0.167,178.086,4,0.816
Bad Bitch (feat. Ty Dolla $ign),72,197253,0.0283,0.656,0.615,0,5,0.234,-6.252,1,0.0539,139.91,4,0.366
Good Life (with G-Eazy & Kehlani),67,225525,0.00464,0.565,0.771,0,1,0.0568,-5.22,1,0.213,168.385,4,0.573
The Night We Met,63,206933,0.97,0.549,0.371,0.132,2,0.639,-9.56,1,0.0378,87.024,3,0.13
Obsession (feat. Jon Bellion),54,221982,0.00728,0.741,0.559,0.000971,10,0.21,-7.775,1,0.03,101.999,4,0.466
Slow Hands,72,188174,0.011,0.735,0.423,0,0,0.0553,-6.652,1,0.0459,85.899,4,0.85
Symphony (feat. Zara Larsson),24,214866,0.281,0.718,0.609,3.29E-05,0,0.234,-4.699,0,0.0429,122.948,4,0.497
Break Up Every Night,66,207520,0.00411,0.624,0.806,0,1,0.0872,-5.957,1,0.0437,149.999,4,0.528
I'm the One,27,288876,0.0533,0.599,0.667,0,7,0.134,-4.267,1,0.0367,80.984,4,0.817
Attention,38,211475,0.0969,0.774,0.626,3.12E-05,3,0.0848,-4.432,0,0.0432,100.041,4,0.777
The Cure,35,211363,0.0745,0.696,0.503,0,8,0.0869,-4.842,1,0.0356,99.977,4,0.559
There's Nothing Holdin' Me Back,46,199440,0.381,0.857,0.8,0,2,0.0913,-4.035,1,0.0583,121.996,4,0.966
Thunder,17,187761,0.00593,0.608,0.841,0.0573,0,0.121,-3.798,1,0.0464,167.969,4,0.274
Most Girls,80,204400,0.0485,0.76,0.588,0,9,0.0847,-7.082,1,0.0775,102.974,4,0.384
Pretty Girl - Cheat Codes X CADE Remix,76,193613,0.15,0.703,0.868,0.132,7,0.104,-4.661,0,0.0291,121.03,4,0.733
Stay (with Alessia Cara),84,210090,0.253,0.69,0.622,0,5,0.116,-5.025,0,0.0622,102.04,4,0.544
Quit (feat. Ariana Grande),72,258188,0.105,0.44,0.413,3.40E-05,0,0.0997,-7.365,0,0.0407,86.911,3,0.141
No Promises (feat. Demi Lovato),77,223503,0.0575,0.741,0.667,0,10,0.106,-5.445,1,0.134,112.956,4,0.595
No Vacancy,72,223189,0.0556,0.72,0.727,0,5,0.138,-3.882,1,0.0489,99.994,4,0.481
HUMBLE.,13,177604,0.000339,0.905,0.596,2.05E-05,1,0.0897,-7.496,0,0.118,149.996,4,0.422
First Time,78,193511,0.197,0.633,0.592,0,0,0.099,-7.245,0,0.112,90.066,4,0.679
The Things You Do,47,172173,0.306,0.684,0.631,4.97E-05,0,0.103,-6.746,0,0.0378,91.958,4,0.528
Sunset Lover,75,237792,0.729,0.783,0.467,0.809,6,0.109,-9.474,1,0.0503,90.838,4,0.236
That´s Me,51,205226,0.111,0.673,0.76,9.50E-06,0,0.147,-4.434,0,0.15,104.982,4,0.532
Empty Streets,4,186857,0.0222,0.657,0.633,1.01E-05,7,0.13,-7.063,1,0.0399,140.024,4,0.31
Wild Horses - Sam Feldt Remix,64,177023,0.0808,0.504,0.729,0,8,0.0948,-5.624,1,0.103,109.71,4,0.535
Human Touch,50,213750,0.0591,0.658,0.729,2.85E-06,11,0.101,-4.09,0,0.0495,102.898,4,0.563
Hung Up,58,220000,0.416,0.443,0.726,0,7,0.369,-3.745,1,0.167,119.824,4,0.37
Now Or Never,10,214801,0.115,0.66,0.575,1.59E-06,6,0.131,-4.934,0,0.0367,110.091,4,0.477
Aloha,55,218400,0.195,0.6,0.726,8.22E-05,10,0.115,-5.988,0,0.166,100.075,4,0.395
Solo Dance,71,174933,0.0485,0.746,0.846,0,9,0.195,-2.432,1,0.048,114.955,4,0.403
Alright,26,185066,0.318,0.774,0.808,0.000511,0,0.26,-5.929,1,0.328,124.034,4,0.518
The Shine,63,188026,0.266,0.679,0.553,0,8,0.0841,-6.074,1,0.0493,99.983,4,0.575
Say It (feat. Tove Lo) [Illenium Remix],10,267200,0.0343,0.482,0.769,0.00498,6,0.0953,-4.473,1,0.0549,149.69,4,0.427
DGAF,18,196640,0.227,0.804,0.522,0.000171,9,0.077,-7.319,0,0.0485,134.168,4,0.243
Not Going Home,10,194960,0.0938,0.749,0.747,1.17E-05,6,0.256,-6.457,1,0.121,109.063,4,0.475
Out of Love,4,235445,0.358,0.492,0.701,0.000133,0,0.0881,-5.696,1,0.232,164.171,4,0.404
1-800-273-8255,8,250200,0.56,0.622,0.593,0,5,0.175,-7.755,0,0.0414,100.048,4,0.369
Stay a Little Longer,54,205469,0.148,0.71,0.695,1.35E-06,0,0.132,-7.008,1,0.0405,120.007,4,0.455
Trouble,62,173203,0.181,0.744,0.595,5.89E-05,9,0.148,-6.076,0,0.0782,94.92,4,0.56
Childhood Dreams,48,187805,0.165,0.805,0.409,0.001,6,0.259,-8.039,1,0.0664,119.906,4,0.629
Hope,61,173931,0.196,0.822,0.6,0,11,0.0835,-6.235,0,0.331,142.923,4,0.281
Like That,43,196191,0.0346,0.461,0.458,1.20E-05,8,0.373,-8.417,1,0.072,86.001,4,0.193
History,73,203992,0.0997,0.767,0.631,0,1,0.119,-6.762,1,0.0541,100.968,4,0.541
Begin (feat. Wales),64,242859,0.815,0.601,0.499,0.712,6,0.109,-11.131,1,0.0343,96.981,4,0.531
Our City,49,174840,0.128,0.731,0.886,0,8,0.086,-4.649,1,0.0873,87.537,4,0.509
Low Tide,51,202532,0.000397,0.559,0.799,0.00958,9,0.0609,-5.807,0,0.0455,116.975,4,0.367
Rewind (feat. Sophie Strauss),11,197329,0.114,0.66,0.625,0.000233,8,0.172,-7.123,0,0.0689,100.025,4,0.283
I Don't Think So,52,185074,0.689,0.833,0.477,0.000927,3,0.095,-9.489,0,0.04,109.989,1,0.155
Windows (feat. Icona Pop),41,186346,0.254,0.917,0.381,0.000814,0,0.295,-6.98,1,0.0771,103.966,4,0.49
Waiting on the Summer,60,254571,0.0449,0.553,0.811,0,4,0.101,-5.832,1,0.111,104.988,4,0.629
Distant,42,227078,0.04,0.57,0.489,5.55E-05,9,0.105,-6.431,0,0.0397,130.893,4,0.104
Aftergold (feat. Tove Styrke),59,191007,0.0104,0.602,0.901,0.00677,8,0.0799,-3.842,0,0.0854,94.57,4,0.362
Sooner Or Later,11,212564,0.127,0.737,0.729,2.16E-05,5,0.077,-6.817,0,0.0354,111.937,4,0.436
Stay,51,245326,0.482,0.231,0.465,0.000877,6,0.0593,-9.705,1,0.0373,80.027,4,0.266
What You Need,25,218086,0.56,0.805,0.658,0.0133,6,0.124,-6.137,1,0.0702,114.972,4,0.305
Can't Hide,64,184000,0.0429,0.61,0.69,6.76E-05,2,0.166,-2.656,0,0.091,179.944,4,0.318
Your Girl,45,232642,0.039,0.553,0.564,0,9,0.318,-7.072,0,0.0418,149.953,4,0.31
Fire,64,205617,0.263,0.386,0.714,0,6,0.233,-5.597,0,0.381,89.807,4,0.289
Love Gun - Radio Edit,3,174906,0.00631,0.699,0.668,0.00011,9,0.12,-7.126,0,0.034,120,4,0.431
Verona,60,190703,0.196,0.704,0.732,7.73E-05,5,0.0951,-6.125,0,0.0539,105.044,4,0.699
Sun Models (feat. Madelyn Grant),69,160000,0.191,0.683,0.481,0.736,8,0.0907,-9.174,0,0.075,120.001,4,0.47
Sunshine - The Knocks Remix,52,324493,0.0156,0.674,0.951,0.182,5,0.0866,-3.371,0,0.131,120.001,4,0.274
Magic,55,170502,0.0502,0.629,0.882,0.000584,8,0.0971,-5.231,1,0.0449,105.004,4,0.436
No Matter What,56,243425,0.175,0.703,0.794,0.00131,8,0.0569,-5.866,1,0.0357,124.038,4,0.707
Fast Car,81,212424,0.455,0.56,0.592,0,9,0.297,-6.951,1,0.0544,112.684,4,0.564
Mirage,6,181894,0.0605,0.393,0.577,0.00535,4,0.138,-7.652,1,0.0446,95.039,4,0.14
TROUBLE (feat. Absofacto),56,200000,0.385,0.591,0.666,0.000241,1,0.074,-6.789,0,0.14,116.936,4,0.669
Fall in Deep,8,217182,0.108,0.685,0.646,0.236,0,0.17,-6.717,1,0.0711,111.966,4,0.539
Plot Twist,15,205133,0.00319,0.493,0.66,0.174,1,0.246,-5.998,1,0.0408,175.917,4,0.226
Waiting For You (feat. Madison Love),47,223890,0.00295,0.684,0.705,0.000391,11,0.246,-5.089,0,0.0354,87.998,4,0.275
Recess,36,188645,0.0303,0.762,0.832,0.0215,10,0.0893,-8.139,1,0.0797,103.005,4,0.658
Bad Habits,39,242000,0.000542,0.311,0.565,0.0359,6,0.155,-6.419,1,0.0405,138.293,5,0.291
Dark Days - Sofi Tukker Remix,49,257573,0.128,0.604,0.917,0.574,4,0.0554,-5.443,0,0.0346,120.999,4,0.439
On Your Side,62,171693,0.0871,0.593,0.78,0,7,0.202,-5.876,0,0.0736,99.974,4,0.359
Electric Touch,54,197376,0.225,0.65,0.785,6.36E-05,0,0.138,-4.039,1,0.0383,101.002,4,0.475
Old School,20,183987,0.0161,0.686,0.748,0.0406,2,0.296,-5.702,1,0.0434,94.995,4,0.259
Light,8,240500,0.0949,0.572,0.754,1.86E-06,1,0.0985,-4.148,1,0.0564,150.068,4,0.423
ILYSB,56,211340,0.603,0.623,0.627,0.00908,5,0.316,-6.73,1,0.0518,100.04,4,0.459
California Girls (NoMBe vs. Sonny Alven),55,185840,0.895,0.648,0.577,0.0446,6,0.0848,-9.916,0,0.144,97.91,4,0.353
Nights With You,69,197494,0.401,0.763,0.671,1.16E-05,1,0.375,-4.029,0,0.1,120.06,4,0.602
Light Outside,2,212571,0.0155,0.676,0.692,2.51E-06,3,0.0708,-6.353,1,0.0373,139.993,4,0.752
Issues,66,176346,0.416,0.704,0.423,0,8,0.0607,-6.792,1,0.0862,113.962,4,0.451
Lovesick (feat. Felix Snow),5,234693,0.116,0.74,0.583,0.000774,9,0.238,-7.095,0,0.0312,101.011,4,0.346
High Without Your Love,36,191240,0.113,0.87,0.496,0,5,0.134,-5.849,1,0.0741,102.015,4,0.778
No Promises (feat. Demi Lovato),72,222786,0.0572,0.739,0.619,0,10,0.105,-6.669,1,0.162,112.961,4,0.58
Weak,69,202193,0.127,0.672,0.642,0,5,0.137,-4.552,1,0.0461,123.984,4,0.656
Doubt (Summer Edit),59,226857,0.168,0.733,0.62,0.000989,3,0.118,-8.556,1,0.0698,104.95,4,0.122
Oh Devil,60,217586,0.122,0.903,0.532,0.0345,7,0.176,-7.188,0,0.0593,96.991,4,0.701
Navigator,57,210783,0.252,0.553,0.842,7.17E-05,3,0.121,-4.832,1,0.0916,171.983,4,0.415
Thinking About It (Let It Go) - KVR Remix,63,183564,0.0136,0.694,0.765,0,4,0.154,-7.078,0,0.0297,100.985,4,0.577
One Step At A Time,51,195349,0.0604,0.633,0.782,0,11,0.182,-3.252,1,0.0405,96.073,4,0.803
Sing to You,9,206432,0.452,0.752,0.547,0.000109,1,0.167,-7.326,0,0.22,152.056,4,0.775
Roam,43,227977,0.0751,0.602,0.64,0.0264,9,0.372,-6.424,0,0.0319,99.948,4,0.387
Love Less,51,205436,0.0128,0.441,0.74,0,5,0.127,-5.502,0,0.0863,129.344,4,0.583
Whippin (feat. Felix Snow),66,160596,0.549,0.87,0.502,0.00356,5,0.0916,-7.497,0,0.0549,82.53,4,0.673
Malibu,66,231905,0.0577,0.565,0.782,4.16E-05,8,0.0757,-6.413,1,0.0506,140.004,4,0.4
Swalla (feat. Nicki Minaj & Ty Dolla $ign),82,216408,0.075,0.696,0.817,0,1,0.187,-3.862,1,0.109,98.064,4,0.782
Unforgettable,23,233832,0.0293,0.726,0.769,0.0101,6,0.104,-5.043,1,0.123,97.985,4,0.733
do re mi,4,212027,0.00517,0.747,0.592,1.48E-05,8,0.124,-6.334,1,0.0457,110.991,3,0.176
The Feeling,42,217266,8.02E-05,0.602,0.759,0.000909,8,0.0835,-6.283,1,0.0342,122.031,4,0.714
NRG - Radio Edit,43,195088,0.0634,0.637,0.911,8.80E-05,1,0.366,-4.217,1,0.459,127.996,4,0.782
Do What You Like,43,200340,0.141,0.748,0.767,5.06E-06,10,0.0999,-5.335,0,0.162,112.025,4,0.821
Uncle ACE,2,256693,0.0639,0.742,0.945,0.165,5,0.131,-6.445,1,0.0428,112.977,4,0.742
My Type,61,206393,0.0641,0.596,0.897,5.24E-05,10,0.0628,-2.94,1,0.0462,118,4,0.578
Daffodils,6,298133,0.0412,0.723,0.539,0.0132,0,0.0343,-8.041,1,0.038,108.946,4,0.283
Uptight Downtown,49,262000,0.0015,0.75,0.724,0.00695,0,0.207,-7.902,1,0.0281,123.222,4,0.963
D.A.N.C.E.,9,209986,0.0463,0.594,0.961,0,6,0.853,-5.443,0,0.338,113.126,4,0.531
Cheyenne,19,215107,0.0126,0.554,0.768,7.13E-06,6,0.122,-5.812,0,0.127,99.679,4,0.324
Hey - Original Mix,35,266010,0.000348,0.797,0.633,0.142,1,0.117,-5.559,1,0.209,129.997,4,0.411
Move Your Feet,62,181906,0.0507,0.755,0.895,0.0737,9,0.222,-2.619,1,0.0883,118.871,4,0.844
Harder Better Faster Stronger (The Neptunes Remix),41,312506,0.608,0.85,0.74,0.000782,11,0.302,-6.327,0,0.0552,123.451,4,0.907
She Came II Give It II U,55,242560,0.0419,0.821,0.565,0,4,0.0796,-5.403,0,0.0837,119.975,4,0.732
Rock Your Body,74,267266,0.202,0.891,0.714,0.000234,4,0.0521,-6.055,0,0.14,100.972,4,0.818
Feelin - Original Mix,37,376600,0.0186,0.791,0.695,0.391,2,0.141,-9.096,1,0.0701,125.003,4,0.901
Maniac,1,287466,0.00316,0.812,0.767,0.327,4,0.0793,-5.585,0,0.041,123.001,4,0.85
Nighttiming,2,170501,0.0133,0.684,0.904,2.70E-06,4,0.0711,-6.916,0,0.0669,119.993,4,0.914
Too Cool To Dance,38,189334,0.0294,0.716,0.869,0,8,0.0454,-3.318,1,0.0694,113.027,4,0.768
Peaches N Cream,48,284213,0.0247,0.83,0.722,1.21E-06,0,0.0741,-6.099,1,0.0595,109.987,4,0.29
I Won't Let You Down,1,222440,0.0257,0.755,0.915,0,2,0.0351,-3.505,1,0.105,113.986,4,0.7
Number One,1,252663,0.0466,0.784,0.803,1.57E-05,9,0.0773,-3.458,0,0.0597,111.044,4,0.785
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,77,248413,0.0426,0.794,0.811,1.07E-06,6,0.101,-8.966,0,0.038,116.047,4,0.862
Love Like Mine,30,250653,0.0581,0.66,0.943,8.13E-05,7,0.0425,-2.17,1,0.0489,118.011,4,0.803
Fiona Coyne,1,244291,0.0105,0.667,0.875,3.46E-06,11,0.336,-5.274,0,0.122,110.029,4,0.715
Go Bang,35,664573,0.00745,0.73,0.912,0.458,1,0.214,-8.146,1,0.053,126.971,4,0.756
Nonstop,94,238614,0.0164,0.912,0.412,0.013,7,0.104,-8.074,1,0.124,154.983,4,0.422
STOOPID,90,152000,0.13,0.733,0.63,0,11,0.162,-4.296,1,0.395,149.989,4,0.832
Multi Millionaire (feat. Lil Uzi Vert),81,170958,0.0263,0.854,0.817,0,1,0.169,-3.833,1,0.101,145.976,4,0.704
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",88,237240,0.00552,0.745,0.346,0,1,0.0881,-7.709,1,0.331,203.911,4,0.112
